Sec,Date,Opp,OppID,Score,GF,GA,W/L,H/A,Stadium,Attendances,Weather,AGI,KAGI,CBR,Shots,SSR,Possession,AttackCBP,PassCBP,StealP,DefenceP,Scorers,HeadCoach
13,2019-08-03,cerezo-osaka,14,1-2,1,2,2,0,ニッパツ,3373,晴,57,47,0.158,16,0.063,0.603,19.86,16.64,75.4,9.43,['松尾'],下平　隆宏
14,2019-09-05,sagan-tosu,17,0-3,0,3,2,1,駅スタ,3265,曇,47,43,0.093,10,0.0,0.491,12.61,11.17,73.25,12.34,[''],下平　隆宏
15,2019-09-09,fc-tokyo,6,1-2,1,2,2,1,味スタ,4941,晴,52,48,0.113,13,0.077,0.501,13.43,10.64,79.56,15.07,['皆川'],下平　隆宏
16,2019-09-13,nagoya-grampus-eight,12,3-2,3,2,1,0,ニッパツ,3290,曇一時雨,45,29,0.121,12,0.25,0.401,11.98,10.0,60.98,26.12,"['齋藤功', '志知', '瀬沼']",下平　隆宏
17,2019-09-02,oita-trinita,18,0-1,0,1,2,1,昭和電ド,6105,曇,40,53,0.097,11,0.0,0.523,13.71,12.13,102.33,13.04,[''],下平　隆宏
18,2019-09-23,kawasaki-frontale,7,2-3,2,3,2,1,等々力,4723,曇のち雨,27,31,0.091,9,0.222,0.488,12.84,12.4,83.57,17.12,"['小林', '佐藤']",下平　隆宏
19,2019-09-26,urawa-red-diamonds,4,2-0,2,0,1,1,埼玉,6401,曇,39,45,0.08,8,0.25,0.464,10.65,9.6,82.29,16.72,['松尾x2'],下平　隆宏
20,2019-10-03,kashiwa-reysol,5,0-3,0,3,2,0,ニッパツ,4571,曇,54,48,0.137,16,0.0,0.595,19.14,17.37,84.77,12.31,[''],下平　隆宏
21,2019-10-01,kashima-antlers,3,2-3,2,3,2,1,カシマ,5671,雨,45,43,0.076,9,0.222,0.417,10.03,7.99,95.73,18.89,"['瀬沼', '松尾']",下平　隆宏
22,2019-10-14,vegalta-sendai,2,0-0,0,0,0,1,ユアスタ,3714,晴,57,50,0.081,10,0.0,0.676,18.78,17.1,97.19,14.37,[''],下平　隆宏
23,2019-10-18,fc-tokyo,6,1-0,1,0,1,0,ニッパツ,5163,曇,38,38,0.065,8,0.125,0.575,11.99,9.52,70.29,18.4,['草野'],下平　隆宏
24,2019-10-24,consadole-sapporo,1,0-3,0,3,2,1,札幌ド,6256,屋内,43,45,0.048,6,0.0,0.493,12.55,11.42,92.29,18.98,[''],下平　隆宏
25,2019-10-31,shonan-bellmare,10,0-1,0,1,2,1,ＢＭＷス,5328,晴,44,48,0.149,17,0.0,0.622,16.48,11.95,78.69,13.83,[''],下平　隆宏
26,2019-11-03,oita-trinita,18,2-3,2,3,2,0,ニッパツ,3704,晴,46,43,0.098,8,0.25,0.453,11.55,8.87,47.05,17.15,"['田代', '齋藤功']",下平　隆宏
28,2019-11-08,vissel-kobe,15,2-1,2,1,1,0,ニッパツ,6965,曇,47,57,0.13,12,0.167,0.424,10.91,9.86,67.73,9.33,"['一美', '安永']",下平　隆宏
27,2019-11-14,sanfrecce-hiroshima,16,1-1,1,1,0,1,Ｅスタ,6081,晴,47,39,0.058,7,0.143,0.572,13.67,11.31,85.56,14.24,['小林'],下平　隆宏
29,2019-11-25,shimizu-s-pulse,11,1-3,1,3,2,0,ニッパツ,3165,曇,48,55,0.128,14,0.071,0.618,16.18,14.07,96.0,7.41,['瀬古'],下平　隆宏
30,2019-11-29,cerezo-osaka,14,0-1,0,1,2,1,ヤンマー,7365,晴,56,48,0.12,12,0.0,0.514,17.82,15.28,77.81,15.59,[''],増田　功作
31,2019-12-05,sagan-tosu,17,1-1,1,1,0,0,ニッパツ,3837,曇,53,45,0.127,15,0.067,0.504,17.78,12.9,83.41,14.74,['松浦'],下平　隆宏
32,2019-12-12,nagoya-grampus-eight,12,0-0,0,0,0,1,パロ瑞穂,10009,曇,42,37,0.1,10,0.0,0.528,14.04,11.63,62.11,13.96,[''],下平　隆宏
33,2019-12-16,gamba-osaka,13,0-2,0,2,2,0,ニッパツ,3898,晴,42,49,0.15,16,0.0,0.651,19.91,16.02,75.56,9.93,[''],下平　隆宏
34,2019-12-19,yokohama-fa-marinos,8,3-1,3,1,1,0,ニッパツ,6766,曇のち晴,45,31,0.113,13,0.231,0.395,7.52,5.87,77.14,19.17,"['志知', '田代', '瀬沼']",下平　隆宏
