,節,開催日,曜日,相手,スコア,得点,失点,H/A,会場,観客数,天候,AGI,KAGI,チャンス構築率,シュート,シュート成功率,支配率,攻撃CBP,パスCBP,奪取P,守備P,得点者,指揮官
13,14,2020-09-05,(土),清水,2-1,2,1,1,アイスタ,4264,曇,47,42,0.105,12,0.167,0.444,11.89,10.71,82.37,13.43,"['呉屋', '江坂']",ネルシーニョ
14,15,2020-09-09,(水),Ｇ大阪,3-0,3,0,0,三協Ｆ柏,2608,晴,51,42,0.178,19,0.158,0.453,18.3,13.0,95.29,16.2,"['オルンガ', '江坂x2']",ネルシーニョ
15,16,2020-09-13,(日),鳥栖,1-2,1,2,1,駅スタ,4165,晴,58,53,0.119,13,0.077,0.451,17.44,14.87,88.81,9.3,['オルンガ'],ネルシーニョ
16,17,2020-09-19,(土),広島,1-1,1,1,0,三協Ｆ柏,2728,曇,56,45,0.133,19,0.053,0.5,17.35,14.22,136.29,13.05,['北爪'],ネルシーニョ
17,18,2020-09-23,(水),札幌,1-0,1,0,1,札幌ド,3002,屋内,46,51,0.085,12,0.083,0.458,13.45,9.67,110.68,17.56,['大谷'],ネルシーニョ
18,19,2020-09-27,(日),横浜FM,1-3,1,3,0,三協Ｆ柏,2715,曇一時雨,58,50,0.128,17,0.059,0.407,12.93,9.87,117.24,17.21,['オルンガ'],ネルシーニョ
19,20,2020-10-03,(土),横浜FC,3-0,3,0,1,ニッパツ,4571,曇,52,46,0.146,15,0.2,0.405,16.57,10.54,80.34,16.26,"['オルンガx2', '大谷']",ネルシーニョ
20,21,2020-10-01,(土),神戸,4-3,4,3,0,三協Ｆ柏,2515,雨,48,50,0.097,11,0.364,0.386,11.55,9.39,91.1,16.63,"['オルンガx2', '江坂x2']",ネルシーニョ
21,22,2020-10-14,(水),浦和,1-1,1,1,0,三協Ｆ柏,2634,曇,62,44,0.116,14,0.071,0.516,16.75,13.4,89.02,12.87,['江坂'],ネルシーニョ
22,23,2020-10-18,(日),湘南,2-3,2,3,1,ＢＭＷス,5006,曇,47,37,0.099,13,0.154,0.502,11.02,9.45,106.49,13.29,"['オルンガ', '神谷']",ネルシーニョ
23,24,2020-10-24,(土),Ｇ大阪,1-2,1,2,1,パナスタ,10602,晴,55,51,0.143,19,0.053,0.548,19.64,15.32,101.14,12.74,['オルンガ'],ネルシーニョ
24,30,2020-10-28,(水),FC東京,3-1,3,1,1,味スタ,6632,曇,48,43,0.109,14,0.214,0.515,15.79,12.62,109.29,17.88,"['江坂', 'クリスティアーノx2']",ネルシーニョ
25,25,2020-10-31,(土),清水,0-0,0,0,0,三協Ｆ柏,2720,晴,50,50,0.114,14,0.0,0.469,17.68,14.92,121.14,12.43,[''],ネルシーニョ
26,28,2020-11-21,(土),鳥栖,1-2,1,2,0,三協Ｆ柏,3784,晴,44,40,0.047,6,0.167,0.522,16.37,14.0,108.01,15.04,['オルンガ'],ネルシーニョ
27,29,2020-11-25,(水),鹿島,4-1,4,1,1,カシマ,4327,雨,48,31,0.167,20,0.2,0.416,11.89,7.61,83.03,26.0,"['北爪', 'オルンガ', 'クリスティアーノ', '神谷']",ネルシーニョ
28,26,2020-12-01,(火),仙台,2-0,2,0,1,ユアスタ,2720,晴,50,45,0.109,13,0.154,0.516,16.32,13.05,101.33,22.29,"['クリスティアーノ', 'オルンガ']",ネルシーニョ
29,31,2020-12-05,(土),名古屋,0-1,0,1,0,三協Ｆ柏,4991,雨のち曇,54,61,0.108,13,0.0,0.514,19.39,15.21,125.78,10.28,[''],ネルシーニョ
30,27,2020-12-09,(水),大分,1-1,1,1,0,三協Ｆ柏,2412,晴,48,68,0.081,9,0.111,0.41,11.64,10.24,80.7,14.95,['呉屋'],ネルシーニョ
31,32,2020-12-12,(土),Ｃ大阪,0-0,0,0,1,ヤンマー,7889,曇,54,52,0.095,12,0.0,0.466,12.23,9.37,95.48,16.16,[''],ネルシーニョ
32,33,2020-12-16,(水),広島,1-0,1,0,1,Ｅスタ,4208,雪,53,54,0.063,9,0.111,0.447,18.0,15.65,108.26,19.42,['オルンガ'],ネルシーニョ
33,34,2020-12-19,(土),川崎Ｆ,2-3,2,3,0,三協Ｆ柏,5137,曇時々晴,44,44,0.112,14,0.143,0.332,11.72,8.69,119.22,15.16,"['オルンガ', '瀬川']",ネルシーニョ
