Sec,Date,Opp,OppID,Score,GF,GA,W/L,H/A,Stadium,Attendances,Weather,AGI,KAGI,CBR,Shots,SSR,Possession,AttackCBP,PassCBP,StealP,DefenceP,Scorers,HeadCoach
16,2019-07-18,vegalta-sendai,2,8-2,8,2,1,1,ユアスタ,13081,曇,50,48,0.195,22,0.364,0.545,19.19,13.26,75.62,15.94,"['天野', '仲川', '山中', '伊藤x3', '金井', 'オリヴィエブマル']",アンジェ　ポステコグルー
17,2019-07-22,fc-tokyo,6,2-5,2,5,2,1,味スタ,34126,晴,63,47,0.076,8,0.25,0.661,21.33,17.18,51.77,9.03,"['ウーゴヴィエイラ', '山田']",ピーター　クラモフスキー
19,2019-08-01,sanfrecce-hiroshima,16,1-4,1,4,2,0,ニッパツ,10069,晴,53,32,0.212,22,0.045,0.663,21.52,16.1,62.36,12.47,['伊藤'],アンジェ　ポステコグルー
20,2019-08-05,kawasaki-frontale,7,0-2,0,2,2,1,等々力,23033,晴,54,52,0.048,6,0.0,0.466,13.09,9.76,69.05,8.86,[''],アンジェ　ポステコグルー
21,2019-08-11,shonan-bellmare,10,1-0,1,0,1,1,ＢＭＷス,14862,曇,49,45,0.101,14,0.071,0.604,15.31,10.3,82.51,17.09,['ウーゴヴィエイラ'],アンジェ　ポステコグルー
22,2019-08-15,nagoya-grampus-eight,12,1-2,1,2,2,0,日産ス,24527,晴,61,53,0.168,19,0.053,0.599,22.59,17.77,82.91,7.95,['松原'],アンジェ　ポステコグルー
23,2019-08-19,kashima-antlers,3,0-1,0,1,2,1,カシマ,21178,曇,47,35,0.086,10,0.0,0.625,15.4,12.97,52.12,13.23,[''],アンジェ　ポステコグルー
24,2019-08-26,vissel-kobe,15,2-0,2,0,1,1,ノエスタ,25541,晴,43,39,0.074,9,0.222,0.395,10.48,8.56,72.34,16.56,"['久保', '仲川']",アンジェ　ポステコグルー
18,2019-08-29,shimizu-s-pulse,11,1-2,1,2,2,0,日産ス,15645,晴,56,47,0.157,20,0.05,0.619,20.7,14.79,81.52,12.54,['ドゥシャン'],アンジェ　ポステコグルー
25,2019-09-01,kashiwa-reysol,5,3-1,3,1,1,0,日産ス,22752,曇,49,49,0.173,17,0.176,0.562,15.2,12.8,47.91,16.49,"['天野', '伊藤x2']",アンジェ　ポステコグルー
26,2019-09-16,urawa-red-diamonds,4,1-2,1,2,2,0,日産ス,41686,晴,52,57,0.145,17,0.059,0.626,18.56,13.84,64.75,8.18,['ウーゴヴィエイラ'],アンジェ　ポステコグルー
27,2019-09-22,other,0,2-1,2,1,1,1,ヤマハ,13451,晴,42,48,0.148,16,0.125,0.537,11.97,9.26,72.97,15.76,"['遠藤', '山中']",アンジェ　ポステコグルー
28,2019-09-29,vegalta-sendai,2,5-2,5,2,1,0,ニッパツ,8688,雨,49,48,0.165,21,0.238,0.531,15.55,11.52,91.09,14.9,"['山中', '仲川x2', 'ウーゴヴィエイラx2']",アンジェ　ポステコグルー
29,2019-10-05,consadole-sapporo,1,2-1,2,1,1,0,日産ス,19124,雨,59,59,0.14,18,0.111,0.544,19.14,15.49,116.0,13.36,"['仲川', 'ウーゴヴィエイラ']",アンジェ　ポステコグルー
30,2019-10-02,gamba-osaka,13,1-2,1,2,2,1,吹田Ｓ,26630,晴,45,70,0.129,18,0.056,0.611,17.8,15.67,107.92,9.0,['仲川'],アンジェ　ポステコグルー
31,2019-11-03,fc-tokyo,6,0-1,0,1,2,0,日産ス,27252,曇一時雨のち晴,42,52,0.062,8,0.0,0.644,16.61,14.41,88.39,12.16,[''],アンジェ　ポステコグルー
32,2019-11-01,other,0,1-0,1,0,1,1,トラスタ,13226,晴,62,59,0.134,17,0.059,0.649,20.78,14.95,76.97,8.08,['伊藤'],アンジェ　ポステコグルー
33,2019-11-24,sagan-tosu,17,1-2,1,2,2,1,ベアスタ,19187,晴,45,34,0.029,4,0.25,0.578,12.23,9.73,85.88,22.56,['伊藤'],アンジェ　ポステコグルー
34,2019-12-01,cerezo-osaka,14,1-2,1,2,2,0,日産ス,30608,晴,47,45,0.153,21,0.048,0.579,16.65,13.48,82.59,10.86,['天野'],アンジェ　ポステコグルー
