,節,開催日,曜日,相手,スコア,得点,失点,H/A,会場,観客数,天候,AGI,KAGI,チャンス構築率,シュート,シュート成功率,支配率,攻撃CBP,パスCBP,奪取P,守備P,得点者,指揮官
20,21,2018-08-11,(土),浦和,1-0,1,0,0,ベアスタ,19681,晴,53,45,0.094,10,0.1,0.391,7.31,6.59,74.0,12.63,['高橋秀'],マッシモ　フィッカデンティ
21,22,2018-08-15,(水),川崎Ｆ,0-0,0,0,1,等々力,24390,晴,41,39,0.02,2,0.0,0.33,7.31,6.3,64.57,14.05,[''],マッシモ　フィッカデンティ
22,23,2018-08-19,(日),名古屋,0-3,0,3,1,パロ瑞穂,19646,晴,53,50,0.065,8,0.0,0.504,15.69,11.71,72.89,7.93,[''],マッシモ　フィッカデンティ
23,24,2018-08-26,(日),Ｇ大阪,3-0,3,0,0,ベアスタ,20060,晴,65,53,0.11,13,0.231,0.383,12.52,9.4,81.83,13.47,"['小野', '金崎', 'フェルナンドトーレス']",マッシモ　フィッカデンティ
24,25,2018-09-02,(日),FC東京,0-0,0,0,1,味スタ,30867,曇,61,42,0.078,9,0.0,0.45,14.35,9.64,71.18,15.7,[''],マッシモ　フィッカデンティ
25,26,2018-09-15,(土),広島,1-0,1,0,0,ベアスタ,15899,晴,53,45,0.165,19,0.053,0.541,17.31,12.53,89.25,13.6,['高橋祐'],マッシモ　フィッカデンティ
26,27,2018-09-22,(土),柏,1-1,1,1,1,三協Ｆ柏,12922,曇のち晴,60,44,0.117,15,0.067,0.487,15.05,9.99,81.03,15.96,['金崎'],マッシモ　フィッカデンティ
27,28,2018-09-29,(土),札幌,1-2,1,2,1,札幌ド,16195,屋内,60,52,0.135,17,0.059,0.478,14.97,10.86,90.52,9.46,['小野'],マッシモ　フィッカデンティ
28,29,2018-10-06,(土),湘南,0-1,0,1,0,ベアスタ,11557,曇,81,56,0.188,27,0.0,0.558,20.73,13.42,75.23,10.07,[''],マッシモ　フィッカデンティ
29,30,2018-10-02,(土),仙台,3-2,3,2,1,ユアスタ,18023,曇一時雷雨,53,48,0.109,13,0.231,0.475,12.69,9.5,89.81,15.34,"['高橋義', 'フェルナンドトーレス', 'ジョアンオマリ']",金　明輝
30,31,2018-11-04,(日),長崎,1-0,1,0,0,ベアスタ,22669,晴,49,40,0.076,10,0.1,0.568,10.62,8.65,84.21,16.24,['原川'],金　明輝
31,32,2018-11-01,(土),神戸,0-0,0,0,1,ノエスタ,26603,晴,59,56,0.059,7,0.0,0.364,13.46,10.2,94.4,13.34,[''],金　明輝
32,33,2018-11-24,(土),横浜FM,2-1,2,1,0,ベアスタ,19187,晴,66,55,0.09,13,0.154,0.422,14.95,8.14,122.75,15.64,"['金崎', 'フェルナンドトーレス']",金　明輝
33,34,2018-12-01,(土),鹿島,0-0,0,0,1,カシマ,31619,晴,42,51,0.07,10,0.0,0.408,6.91,4.98,106.87,18.02,[''],金　明輝
