Sec,Date,Opp,OppID,Score,GF,GA,W/L,H/A,Stadium,Attendances,Weather,AGI,KAGI,CBR,Shots,SSR,Possession,AttackCBP,PassCBP,StealP,DefenceP,Scorers,HeadCoach
17,2019-07-22,kashiwa-reysol,5,6-2,6,2,1,0,カシマ,24480,晴,62,47,0.158,18,0.333,0.489,21.83,16.27,80.12,14.73,"['鈴木x2', '中村', '土居', '安部', '安西']",大岩　剛
14,2019-07-25,cerezo-osaka,14,2-0,2,0,1,1,ヤンマー,16631,晴,48,61,0.092,11,0.182,0.459,13.19,9.12,93.26,15.4,"['鈴木', '土居']",大岩　剛
18,2019-07-28,gamba-osaka,13,1-1,1,1,0,1,吹田Ｓ,28534,曇時々雨,48,50,0.051,6,0.167,0.51,13.91,11.5,81.84,14.95,['町田'],大岩　剛
19,2019-08-01,fc-tokyo,6,1-2,1,2,2,0,カシマ,12643,晴,51,35,0.063,7,0.143,0.516,12.09,9.39,72.5,13.32,['安西'],大岩　剛
20,2019-08-05,shimizu-s-pulse,11,1-0,1,0,1,0,カシマ,19119,晴,53,58,0.098,12,0.083,0.609,15.69,13.35,94.27,10.52,['西'],大岩　剛
21,2019-08-11,nagoya-grampus-eight,12,2-4,2,4,2,1,豊田ス,43579,晴,68,47,0.235,23,0.087,0.587,21.38,16.06,64.72,10.54,"['土居', '鈴木']",大岩　剛
22,2019-08-15,other,0,2-1,2,1,1,1,トラスタ,12328,曇,63,56,0.14,16,0.125,0.468,14.9,10.97,80.57,11.87,"['レオシルバ', '遠藤']",大岩　剛
23,2019-08-19,yokohama-fa-marinos,8,1-0,1,0,1,0,カシマ,21178,曇,65,53,0.135,15,0.067,0.375,11.7,8.05,83.84,15.29,['遠藤'],大岩　剛
24,2019-08-24,other,0,1-1,1,1,0,0,カシマ,13575,曇,57,55,0.129,15,0.067,0.454,10.65,9.33,77.13,13.98,['犬飼'],大岩　剛
25,2019-09-01,sanfrecce-hiroshima,16,1-3,1,3,2,1,Ｅスタ,13107,曇,63,46,0.104,13,0.077,0.534,22.76,16.18,90.73,12.72,['セルジーニョ'],大岩　剛
26,2019-09-14,shonan-bellmare,10,2-1,2,1,1,0,カシマ,10728,曇,57,61,0.117,14,0.143,0.487,15.93,12.44,84.46,12.33,"['土居', '鈴木']",大岩　剛
27,2019-09-23,consadole-sapporo,1,2-0,2,0,1,1,札幌ド,21074,屋内,63,52,0.135,14,0.143,0.42,12.91,8.74,63.48,14.68,"['遠藤', '鈴木']",大岩　剛
28,2019-09-29,vissel-kobe,15,5-0,5,0,1,1,ノエスタ,23774,屋内,55,58,0.136,14,0.357,0.417,16.74,13.44,107.97,12.93,"['レオシルバ', '西', '鈴木', 'セルジーニョ', '金森']",大岩　剛
29,2019-10-07,kawasaki-frontale,7,0-0,0,0,0,0,カシマ,31798,晴,70,52,0.082,9,0.0,0.388,11.57,7.66,55.6,12.7,[''],大岩　剛
30,2019-10-02,urawa-red-diamonds,4,1-3,1,3,2,1,埼玉,46893,晴のち曇のち雨,55,47,0.121,14,0.071,0.457,15.97,11.04,92.06,10.98,['西'],大岩　剛
31,2019-10-31,cerezo-osaka,14,1-0,1,0,1,0,カシマ,9233,曇,58,49,0.167,21,0.048,0.474,13.56,12.14,92.01,13.24,['小田'],大岩　剛
32,2019-11-06,kashiwa-reysol,5,3-2,3,2,1,1,三協Ｆ柏,9255,雨,52,47,0.114,13,0.231,0.387,12.22,10.18,82.03,22.78,"['金森', '町田', '山口']",大岩　剛
33,2019-11-24,vegalta-sendai,2,3-0,3,0,1,1,ユアスタ,19152,曇のち晴,60,50,0.144,19,0.158,0.482,17.82,13.85,127.59,15.7,"['昌子', '安西', 'セルジーニョ']",大岩　剛
34,2019-12-01,sagan-tosu,17,0-0,0,0,0,0,カシマ,31619,晴,49,58,0.071,10,0.0,0.592,13.82,11.36,111.8,14.55,[''],大岩　剛
