,節,開催日,曜日,相手,スコア,得点,失点,H/A,会場,観客数,天候,AGI,KAGI,チャンス構築率,シュート,シュート成功率,支配率,攻撃CBP,パスCBP,奪取P,守備P,得点者,指揮官
11,12,2019-05-18,(土),清水,1-1,1,1,0,昭和電ド,11563,屋内,28,53,0.108,10,0.1,0.667,15.29,14.5,66.97,10.24,['岩田'],片野坂　知宏
12,13,2019-05-26,(日),川崎Ｆ,0-1,0,1,0,昭和電ド,14012,晴,43,43,0.041,4,0.0,0.496,13.72,13.6,79.92,8.99,[''],片野坂　知宏
13,14,2019-06-01,(土),FC東京,1-3,1,3,1,味スタ,25175,晴時々曇,21,25,0.04,4,0.25,0.535,12.29,11.04,60.28,18.06,['オナイウ'],片野坂　知宏
14,15,2019-06-15,(土),名古屋,1-1,1,1,0,昭和電ド,14346,晴,24,21,0.083,9,0.111,0.391,8.96,6.02,74.98,29.06,['オナイウ'],片野坂　知宏
15,16,2019-06-22,(土),神戸,2-2,2,2,1,ノエスタ,20192,曇,16,47,0.079,7,0.286,0.548,11.76,11.66,73.8,8.66,"['オナイウ', '小林']",片野坂　知宏
16,17,2019-06-03,(日),浦和,2-0,2,0,0,昭和電ド,14519,屋内,30,42,0.16,15,0.133,0.563,13.61,10.71,67.5,17.11,"['藤本', '小林']",片野坂　知宏
17,18,2019-07-06,(土),横浜FM,0-1,0,1,1,ニッパツ,11186,曇,22,37,0.018,2,0.0,0.45,10.75,8.08,79.7,24.03,[''],片野坂　知宏
18,19,2019-07-13,(土),札幌,2-1,2,1,0,昭和電ド,12384,屋内,31,36,0.056,6,0.333,0.542,14.1,11.56,72.18,21.07,['オナイウx2'],片野坂　知宏
19,20,2019-07-27,(土),川崎Ｆ,1-3,1,3,1,等々力,22715,曇,37,52,0.083,7,0.143,0.568,17.76,12.94,85.02,8.9,['オナイウ'],片野坂　知宏
20,21,2019-08-04,(日),鳥栖,2-2,2,2,1,駅スタ,17233,晴,45,51,0.108,9,0.222,0.635,17.39,13.16,48.87,9.62,"['三竿', '岩田']",片野坂　知宏
21,22,2019-08-01,(土),神戸,1-1,1,1,0,昭和電ド,26085,晴,37,63,0.081,7,0.143,0.433,9.62,9.25,68.34,11.03,['オナイウ'],片野坂　知宏
22,23,2019-08-17,(土),鹿島,0-1,0,1,0,昭和電ド,28574,晴,34,55,0.023,2,0.0,0.591,16.1,13.01,62.78,10.84,[''],片野坂　知宏
23,24,2019-08-24,(土),広島,0-0,0,0,1,Ｅスタ,15420,曇,0,44,0.032,3,0.0,0.439,9.78,9.07,45.45,19.51,[''],片野坂　知宏
24,25,2019-08-31,(土),松本,0-0,0,0,1,サンアル,16568,晴,41,59,0.154,16,0.0,0.708,19.89,16.48,97.36,8.66,[''],片野坂　知宏
25,26,2019-09-14,(土),湘南,2-1,2,1,0,大分陸,9152,晴,44,44,0.078,8,0.25,0.553,14.56,11.79,93.15,17.27,"['三平', '伊佐']",片野坂　知宏
26,27,2019-09-28,(土),磐田,1-2,1,2,0,大分陸,9031,曇,50,69,0.143,12,0.083,0.536,22.49,16.16,63.51,10.15,['三平'],片野坂　知宏
27,28,2019-10-05,(土),名古屋,1-1,1,1,1,パロ瑞穂,17648,晴,30,36,0.082,8,0.125,0.494,12.05,9.38,61.66,19.71,['三平'],片野坂　知宏
28,29,2019-10-18,(金),浦和,1-0,1,0,1,埼玉,19698,雨,28,51,0.043,4,0.25,0.493,10.64,9.96,84.34,13.77,['後藤'],片野坂　知宏
29,30,2019-11-02,(土),FC東京,0-2,0,2,0,昭和電ド,14359,晴,52,45,0.151,16,0.0,0.64,25.23,21.36,89.8,11.01,[''],片野坂　知宏
30,31,2019-11-01,(日),Ｇ大阪,2-1,2,1,0,昭和電ド,17022,晴,39,53,0.125,11,0.182,0.433,15.2,11.2,71.31,13.96,"['三平', '岩田']",片野坂　知宏
31,32,2019-11-23,(土),清水,1-1,1,1,1,アイスタ,16747,晴,32,33,0.097,10,0.1,0.575,12.58,11.05,64.82,20.92,['田中'],片野坂　知宏
32,33,2019-11-03,(土),仙台,0-2,0,2,1,ユアスタ,13894,晴,51,60,0.089,9,0.0,0.71,21.99,17.02,90.71,6.15,[''],片野坂　知宏
33,34,2019-12-07,(土),Ｃ大阪,0-2,0,2,0,昭和電ド,17233,曇,46,50,0.081,8,0.0,0.501,14.79,12.5,72.52,12.66,[''],片野坂　知宏
