Sec,Date,Opp,OppID,Score,GF,GA,W/L,H/A,Stadium,Attendances,Weather,AGI,KAGI,CBR,Shots,SSR,Possession,AttackCBP,PassCBP,StealP,DefenceP,Scorers,HeadCoach
24,2019-08-26,kawasaki-frontale,7,2-2,2,2,0,0,ノエスタ,3453,晴,48,53,0.13,15,0.133,0.562,17.57,15.71,104.59,14.22,"['西', 'ドウグラス']",トルステン　フィンク
13,2019-08-29,yokohama-fa-marinos,8,3-3,3,3,0,0,ノエスタ,4393,晴,44,44,0.102,14,0.214,0.54,15.88,11.04,87.07,13.51,"['藤本x2', '古橋']",トルステン　フィンク
14,2019-09-05,shonan-bellmare,10,1-1,1,1,0,1,ＢＭＷス,4312,曇,47,48,0.148,18,0.056,0.631,21.68,16.92,80.9,12.37,['酒井'],トルステン　フィンク
15,2019-09-09,kawasaki-frontale,7,2-3,2,3,2,1,等々力,4778,晴,50,44,0.129,15,0.133,0.554,16.9,12.94,100.8,10.0,"['古橋', '藤本']",トルステン　フィンク
16,2019-09-12,fc-tokyo,6,2-2,2,2,0,0,ノエスタ,4102,晴,46,47,0.114,12,0.167,0.623,15.48,14.2,66.9,11.12,"['安井', 'ダンクレー']",トルステン　フィンク
25,2019-09-16,cerezo-osaka,14,0-1,0,1,2,0,ノエスタ,3206,曇,75,69,0.224,22,0.0,0.683,29.14,24.82,81.18,5.11,[''],トルステン　フィンク
17,2019-09-19,nagoya-grampus-eight,12,1-2,1,2,2,1,豊田ス,11854,晴のち曇,28,46,0.078,9,0.111,0.584,15.29,14.89,87.06,17.17,['山口'],トルステン　フィンク
18,2019-09-23,sagan-tosu,17,4-3,4,3,1,0,ノエスタ,2719,曇,44,54,0.091,8,0.5,0.409,12.6,10.96,95.19,14.23,"['山口', 'Ａイニエスタ', '古橋x2']",マルコス　ビベス
19,2019-09-26,consadole-sapporo,1,4-0,4,0,1,0,ノエスタ,5335,曇,37,41,0.102,12,0.333,0.462,14.17,9.67,107.36,21.93,"['郷家', '古橋x2', '小田']",三浦　淳寛
29,2019-09-03,nagoya-grampus-eight,12,1-0,1,0,1,0,ノエスタ,4825,曇,34,64,0.143,15,0.067,0.578,19.68,18.69,100.21,13.24,['Ａイニエスタ'],三浦　淳寛
20,2019-10-04,yokohama-fa-marinos,8,3-2,3,2,1,1,ニッパツ,7279,曇,14,19,0.025,3,1.0,0.379,7.58,6.37,66.94,31.14,"['ドウグラス', 'Ａイニエスタ', '古橋']",三浦　淳寛
21,2019-10-01,kashiwa-reysol,5,3-4,3,4,2,1,三協Ｆ柏,2515,雨,50,52,0.172,21,0.143,0.614,23.86,17.62,89.09,13.68,"['田中x2', 'Ａイニエスタ']",三浦　淳寛
22,2019-10-14,oita-trinita,18,1-1,1,1,0,0,ノエスタ,7417,曇,38,56,0.071,8,0.125,0.512,15.02,11.68,86.08,13.78,['藤本'],三浦　淳寛
23,2019-10-18,sanfrecce-hiroshima,16,1-2,1,2,2,1,Ｅスタ,8005,晴,46,40,0.068,9,0.111,0.579,20.24,18.11,110.07,17.14,['ダンクレー'],三浦　淳寛
33,2019-10-21,kashima-antlers,3,1-3,1,3,2,0,ノエスタ,6553,晴,39,35,0.092,12,0.083,0.648,16.45,14.49,89.61,13.06,['藤本'],三浦　淳寛
30,2019-10-28,vegalta-sendai,2,3-2,3,2,1,1,ユアスタ,4071,晴,58,51,0.189,25,0.12,0.609,23.03,18.56,106.16,16.3,"['古橋', '郷家', 'ドウグラス']",三浦　淳寛
26,2019-11-03,shimizu-s-pulse,11,1-3,1,3,2,1,アイスタ,6168,晴,36,48,0.072,8,0.125,0.569,13.67,13.16,77.03,14.66,['山口'],三浦　淳寛
28,2019-11-08,yokohama-fc,9,1-2,1,2,2,1,ニッパツ,6965,曇,43,53,0.109,11,0.091,0.576,18.3,15.12,90.86,9.14,['郷家'],三浦　淳寛
32,2019-11-11,gamba-osaka,13,0-1,0,1,2,1,パナスタ,11579,曇,47,49,0.127,13,0.0,0.61,18.29,15.17,89.82,12.96,[''],三浦　淳寛
27,2019-11-15,shonan-bellmare,10,0-2,0,2,2,0,ノエスタ,11232,晴,54,53,0.168,20,0.0,0.676,26.3,21.31,96.15,8.99,[''],三浦　淳寛
31,2019-11-18,urawa-red-diamonds,4,0-1,0,1,2,0,ノエスタ,8268,晴,42,54,0.132,14,0.0,0.55,16.66,14.81,83.87,13.62,[''],三浦　淳寛
34,2019-12-19,fc-tokyo,6,0-1,0,1,2,1,味スタ,14373,晴時々曇,32,45,0.093,11,0.0,0.581,14.41,13.04,104.56,12.38,[''],三浦　淳寛
