節,開催日,曜日,相手,team_id,スコア,得点,失点,勝敗,H/A,会場,観客数,天候,AGI,KAGI,チャンス構築率,シュート,シュート成功率,支配率,攻撃CBP,パスCBP,奪取P,守備P,得点者,指揮官
14,2018-05-13,(日),鳥栖,17,0-0,0,0,0,0,埼玉,40137,雨,65,100,0.094,13,0.0,0.623,27.62,22.97,120.07,8.18,[''],オズワルド　オリヴェイラ
15,2018-05-19,(土),Ｇ大阪,13,0-0,0,0,0,1,吹田Ｓ,25361,晴,56,43,0.087,11,0.0,0.525,19.8,14.65,82.27,16.12,[''],オズワルド　オリヴェイラ
16,2018-07-18,(水),名古屋,12,3-1,3,1,1,0,埼玉,21250,晴,52,54,0.152,15,0.2,0.358,12.13,8.53,67.32,13.96,"['槙野', '遠藤x2']",オズワルド　オリヴェイラ
17,2018-07-22,(日),Ｃ大阪,14,1-1,1,1,0,1,ヤンマー,27915,晴,59,45,0.162,19,0.053,0.549,17.85,15.42,86.28,11.0,['興梠'],オズワルド　オリヴェイラ
18,2018-07-28,(土),広島,16,4-1,4,1,1,1,Ｅスタ,16944,晴,46,46,0.091,10,0.4,0.446,10.87,8.89,72.49,15.92,"['興梠x2', '宇賀神', 'ファブリシオ']",オズワルド　オリヴェイラ
19,2018-08-01,(水),川崎Ｆ,7,2-0,2,0,1,0,埼玉,28215,晴,44,48,0.08,9,0.222,0.411,10.88,8.52,77.7,15.07,"['興梠', 'ファブリシオ']",オズワルド　オリヴェイラ
20,2018-08-05,(日),長崎,0,0-0,0,0,0,0,埼玉,29051,晴,57,47,0.151,16,0.0,0.608,17.04,13.46,43.54,7.36,[''],オズワルド　オリヴェイラ
21,2018-08-11,(土),鳥栖,17,0-1,0,1,2,1,ベアスタ,19681,晴,55,47,0.162,17,0.0,0.609,17.99,14.78,77.72,10.33,[''],オズワルド　オリヴェイラ
22,2018-08-15,(水),磐田,0,4-0,4,0,1,0,埼玉,33824,晴,59,55,0.145,17,0.235,0.505,16.53,12.02,82.74,11.29,"['槙野', 'ファブリシオx3']",オズワルド　オリヴェイラ
23,2018-08-19,(日),清水,11,3-3,3,3,0,1,アイスタ,14914,晴,59,46,0.179,22,0.136,0.488,15.09,10.28,65.22,18.71,"['阿部', 'ファブリシオ', '槙野']",オズワルド　オリヴェイラ
24,2018-08-26,(日),名古屋,12,1-4,1,4,2,1,豊田ス,26410,晴,58,57,0.214,21,0.0,0.423,16.94,13.69,67.31,10.24,['OG'],オズワルド　オリヴェイラ
25,2018-09-01,(土),Ｃ大阪,14,1-2,1,2,2,0,埼玉,27337,雨一時雷,53,48,0.117,12,0.083,0.533,19.9,16.28,55.73,12.84,['李'],大槻　毅
26,2018-09-16,(日),横浜FM,8,2-1,2,1,1,1,日産ス,41686,晴,43,48,0.083,9,0.222,0.374,7.63,6.31,57.02,20.76,"['宇賀神', '武藤']",大槻　毅
27,2018-09-23,(日),神戸,15,4-0,4,0,1,0,埼玉,55689,晴,57,66,0.183,17,0.235,0.367,14.62,11.51,81.59,11.31,"['青木', '興梠', '武藤', '長澤']",オズワルド　オリヴェイラ
28,2018-09-03,(日),柏,5,3-2,3,2,1,0,埼玉,26431,曇のち雨,56,56,0.148,17,0.176,0.578,21.85,16.61,109.52,10.78,"['長澤', '興梠x2']",オズワルド　オリヴェイラ
29,2018-10-07,(日),仙台,2,1-1,1,1,0,1,ユアスタ,18276,晴,51,67,0.15,16,0.063,0.444,15.9,12.56,77.36,11.1,['橋岡'],オズワルド　オリヴェイラ
30,2018-10-02,(土),鹿島,3,3-1,3,1,1,0,埼玉,46893,晴のち曇のち雨,53,45,0.142,15,0.2,0.543,17.85,13.18,81.59,13.15,"['岩波', '武藤x2']",オズワルド　オリヴェイラ
31,2018-11-03,(土),Ｇ大阪,13,1-3,1,3,2,0,埼玉,43943,晴,58,49,0.15,16,0.063,0.543,16.91,14.94,85.47,10.5,['興梠'],オズワルド　オリヴェイラ
32,2018-11-01,(土),札幌,1,2-1,2,1,1,1,札幌厚別,12723,曇,51,54,0.104,13,0.154,0.448,12.03,11.17,75.2,18.84,['武藤x2'],オズワルド　オリヴェイラ
33,2018-11-24,(土),湘南,10,1-2,1,2,2,1,ＢＭＷス,14711,晴時々曇,62,49,0.23,28,0.036,0.591,25.19,19.17,88.62,14.89,['興梠'],オズワルド　オリヴェイラ
34,2018-12-01,(土),FC東京,6,3-2,3,2,1,0,埼玉,46770,晴,29,40,0.069,10,0.3,0.464,10.08,7.29,92.83,21.01,"['柴戸', '李x2']",オズワルド　オリヴェイラ
